trec7n8 - cnet - first step

intCoeff, expansionCount, dirCoeff, map precision = 0.1 85 600 0.1981
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2064

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': 200, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': 0.1, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2065

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': 250, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': 0.1, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2059

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': 500, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': 0.1, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2060

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': 1000, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': 0.1, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2062

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': 200, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': 0.1, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2065

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': -0.7, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': 0.1, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2063

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': -0.3, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': 0.1, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2064

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': -0.1, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': 0.1, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2064

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': 0, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': 0.1, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2064

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': 0.1, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': 0.1, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2064

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': 0.3, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': 0.1, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2064

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': 0.7, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': 0.1, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2064

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': 210, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': 0.1, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2064

--> featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': 0.1, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2065

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': 160, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': 0.1, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2064

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': 1000, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': 0.1, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2062



tureWeights = {'maxTopColCor': 400, 'maxColPCor': -1000, 'conIdf': 0.1, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': 0.1, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2033

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 1000, 'conIdf': 0.1, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': 0.1, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2045

featureWeights = {'maxTopColCor': 400, 'maxColPCor': -500, 'conIdf': 0.1, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': 0.1, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2033

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 500, 'conIdf': 0.1, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': 0.1, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2045

featureWeights = {'maxTopColCor': 400, 'maxColPCor': -50, 'conIdf': 0.1, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': 0.1, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2037

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 50, 'conIdf': 0.1, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': 0.1, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2045

featureWeights = {'maxTopColCor': 400, 'maxColPCor': -5, 'conIdf': 0.1, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': 0.1, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2048

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 5, 'conIdf': 0.1, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': 0.1, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2051

featureWeights = {'maxTopColCor': 400, 'maxColPCor': -0.5, 'conIdf': 0.1, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': 0.1, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2060

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.5, 'conIdf': 0.1, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': 0.1, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2053



featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -1000, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2060

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': 1000, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2033

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -500, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2061

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': 500, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2033

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -50, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2068

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': 50, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2053

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -5, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2063

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': 5, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2065

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -0.5, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2064

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': 0.5, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2064

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -100, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2068

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -80, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2068

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -60, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2068

--> featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2069


featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -20, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2063

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -16, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2063

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -12, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2063

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -8, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2063

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': 190, 'topTermFrac': 0.1, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -4, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2063


featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': 190, 'topTermFrac': -1000, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2058

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': 190, 'topTermFrac': -500, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2056

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': 190, 'topTermFrac': -50, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2063

featureWeights = {'maxTopColCor': 400, 'maxColPCor': 0.1, 'conIdf': 0.1, 'expTDocScore': 190, 'topTermFrac': -5, 'avgColCor': 0.1, 'avgTopColCor': 0.1, 'numCanDocs': 0.1, 'maxTopColPCor': 0.1, 'avgCDocScore': -40, 'avgColPCor': 0.1, 'maxCDocScore': 0.1, 'avgTopColPCor': 0.1, 'maxColCor': 0.1}
intCoeff0, intCoeff1, intCoeff2, expansionCount1, expansionCount2, dirCoeff, map precision, N1 = 0.7 0.3 0.5 85 0 1600 0 0.2069

